nameWithOwner,url,createdAt,commitedDate,commitCountAfterFork,number_of_insertion_lines,number_of_deletion_lines,number_of_insertion_lines_in_readme,number_of_deletion_lines_in_readme,number_of_create_files,number_of_delete_files,commitedDate_unix,commitedDate_norm,commit_count_norm,insertion_lines_norm,deletion_lines_norm,insertion_lines_readme_norm,deletion_lines_readme_norm,create_files_norm,delete_files_norm,score
timknapp12/react-animations-mini,https://github.com/timknapp12/react-animations-mini,2017-10-24T03:12:52+09,2017-10-25 14:22:54+09:00,1,11618,81,0,0,1,0,1508908974,0.001645751441117815,0.0,0.43622774731465486,0.8061224489795918,0.0,,0.058823529411764705,,
chrisjxn/react-animations-mini,https://github.com/chrisjxn/react-animations-mini,2017-10-24T03:16:50+09,2017-10-24 06:00:01+09:00,2,84,39,0,0,0,0,1508792401,0.0,1.0,0.003042139262375122,0.37755102040816324,0.0,,0.0,,
Natalia504/react-animations-mini,https://github.com/Natalia504/react-animations-mini,2017-10-24T04:42:44+09,2017-10-24 06:03:39+09:00,1,50,17,0,0,0,0,1508792619,3.0776750548041457e-06,0.0,0.0017651919176744535,0.15306122448979592,0.0,,0.0,,
ckyle25/react-animations-mini,https://github.com/ckyle25/react-animations-mini,2017-10-27T09:04:43+09,2018-02-16 01:53:28+09:00,1,3,2,0,0,0,0,1518713608,0.14006537292407464,0.0,0.0,0.0,0.0,,0.0,,
MightyJoeW/react-animations-mini,https://github.com/MightyJoeW/react-animations-mini,2017-11-06T01:31:03+09,2017-11-06 04:42:43+09:00,1,11483,56,0,0,1,0,1509910963,0.015791607177301995,0.0,0.4311575152106963,0.5510204081632653,0.0,,0.058823529411764705,,
mariohoyos92/react-animations-mini,https://github.com/mariohoyos92/react-animations-mini,2017-11-06T08:03:04+09,2017-11-07 03:05:34+09:00,2,109,17,0,0,0,0,1509991534,0.01692909046556174,1.0,0.003981071133478555,0.15306122448979592,0.0,,0.0,,
matthcarson01/react-animations-mini,https://github.com/matthcarson01/react-animations-mini,2017-11-07T02:16:43+09,2017-11-07 03:49:50+09:00,1,11438,13,0,0,1,0,1509994190,0.01696658727723862,0.0,0.42946743784271013,0.11224489795918367,0.0,,0.058823529411764705,,
chriswfoster/react-animations-mini,https://github.com/chriswfoster/react-animations-mini,2017-11-07T02:24:50+09,2017-11-07 03:08:29+09:00,1,11439,15,0,0,1,0,1509991709,0.016931561076270873,0.0,0.42950499511755424,0.1326530612244898,0.0,,0.058823529411764705,,
Ajaalexandra/react-animations-mini,https://github.com/Ajaalexandra/react-animations-mini,2017-11-07T02:37:02+09,2017-11-07 05:05:00+09:00,1,11457,29,0,0,1,0,1509998700,0.017030258444656818,0.0,0.43018102606474873,0.2755102040816326,0.0,,0.058823529411764705,,
bahull/react-animations-mini,https://github.com/bahull/react-animations-mini,2017-11-07T02:41:58+09,2017-11-07 04:23:41+09:00,1,109,17,0,0,0,0,1509996221,0.01699526047924003,0.0,0.003981071133478555,0.15306122448979592,0.0,,0.0,,
valcodes/react-animations-mini,https://github.com/valcodes/react-animations-mini,2017-11-07T02:49:25+09,2017-11-07 03:40:32+09:00,1,11442,14,0,0,1,0,1509993632,0.01695870955852036,0.0,0.4296176669420867,0.12244897959183673,0.0,,0.058823529411764705,,
Lisamarie73187/react-animations-mini,https://github.com/Lisamarie73187/react-animations-mini,2017-12-30T05:41:27+09,2018-01-09 06:12:41+09:00,1,11505,16,0,0,2,0,1515445961,0.09393346622771867,0.0,0.43198377525726733,0.14285714285714285,0.0,,0.11764705882352941,,
Jinyeob-Kim/react-animations-mini,https://github.com/Jinyeob-Kim/react-animations-mini,2018-01-03T03:12:40+09,2018-01-03 04:53:31+09:00,1,203,100,0,0,0,0,1514922811,0.08654775198496276,0.0,0.007511454968827462,1.0,0.0,,0.0,,
larryzli/react-animations-mini,https://github.com/larryzli/react-animations-mini,2018-01-03T03:13:12+09,2018-01-03 04:38:30+09:00,1,173,67,0,0,0,0,1514921910,0.0865350318692546,0.0,0.0063847367235033425,0.6632653061224489,0.0,,0.0,,
Kare-bear/react-animations-mini,https://github.com/Kare-bear/react-animations-mini,2018-01-03T03:16:15+09,2018-01-03 06:21:04+09:00,1,114,17,0,0,0,0,1514928064,0.08662191265956316,0.0,0.004168857507699241,0.15306122448979592,0.0,,0.0,,
Breck37/react-animations-mini,https://github.com/Breck37/react-animations-mini,2018-01-09T04:01:09+09,2018-01-09 05:39:44+09:00,2,11484,12,0,0,1,0,1515443984,0.09390555538559323,1.0,0.43119507248554045,0.10204081632653061,0.0,,0.058823529411764705,,
melodymennen/react-animations-mini,https://github.com/melodymennen/react-animations-mini,2018-01-09T04:05:00+09,2018-01-09 06:44:40+09:00,1,102,15,0,0,0,0,1515447880,0.09396055823886623,0.0,0.0037181702095695937,0.1326530612244898,0.0,,0.0,,
tcb1978/react-animations-mini,https://github.com/tcb1978/react-animations-mini,2018-01-09T04:07:50+09,2018-01-09 05:17:34+09:00,1,11500,28,0,0,1,0,1515442654,0.09388677874420383,0.0,0.43179598888304666,0.2653061224489796,0.0,,0.058823529411764705,,
austinr47/react-animations-mini,https://github.com/austinr47/react-animations-mini,2018-01-09T04:57:57+09,2018-01-09 05:51:55+09:00,1,11484,15,0,0,1,0,1515444715,0.09391587547946965,0.0,0.43119507248554045,0.1326530612244898,0.0,,0.058823529411764705,,
jaylanjones421/react-animations-mini,https://github.com/jaylanjones421/react-animations-mini,2018-02-06T07:26:15+09,2018-02-06 14:00:48+09:00,1,11461,16,0,0,1,0,1517893248,0.12848371463068414,0.0,0.4303312551641253,0.14285714285714285,0.0,,0.058823529411764705,,
ballermjc/react-animations-mini,https://github.com/ballermjc/react-animations-mini,2018-02-06T09:47:53+09,2018-02-06 11:44:56+09:00,1,11454,16,0,0,1,0,1517885096,0.12836862652496506,0.0,0.43006835424021633,0.14285714285714285,0.0,,0.058823529411764705,,
brettghays/react-animations-mini,https://github.com/brettghays/react-animations-mini,2018-02-06T10:54:23+09,2018-02-06 11:46:36+09:00,1,54,14,0,0,0,0,1517885196,0.12837003830251312,0.0,0.0019154210170510028,0.12244897959183673,0.0,,0.0,,
alyssalleonard/react-animations-mini,https://github.com/alyssalleonard/react-animations-mini,2018-02-06T10:59:00+09,2018-02-06 12:55:13+09:00,1,11459,13,0,0,1,0,1517889313,0.1284281611841674,0.0,0.430256140614437,0.11224489795918367,0.0,,0.058823529411764705,,
tcscheurer/react-animations-mini,https://github.com/tcscheurer/react-animations-mini,2018-02-15T00:37:23+09,2018-02-15 05:21:37+09:00,1,10500,13,0,0,1,0,1518639697,0.13902191402051672,0.0,0.3942387140389093,0.11224489795918367,0.0,,0.058823529411764705,,
nhatzfeld/react-animations-mini,https://github.com/nhatzfeld/react-animations-mini,2018-03-19T12:14:08+09,2018-03-22 22:55:38+09:00,1,21,2,0,0,0,0,1521726938,0.18260688931349198,0.0,0.0006760309471944716,0.0,0.0,,0.0,,
alexxmitchell/react-animations-mini,https://github.com/alexxmitchell/react-animations-mini,2018-04-10T10:29:19+09,2018-04-10 11:46:42+09:00,1,13131,100,0,0,1,0,1523328402,0.20521599850600053,0.0,0.4930519041538346,1.0,0.0,,0.058823529411764705,,
zacklamoreaux/react-animations-mini,https://github.com/zacklamoreaux/react-animations-mini,2018-04-17T04:36:09+09,2018-04-17 06:08:26+09:00,1,13043,13,0,0,1,0,1523912906,0.21346789474560254,0.0,0.4897468639675505,0.11224489795918367,0.0,,0.058823529411764705,,
Rachel-Hicken/react-animations-mini,https://github.com/Rachel-Hicken/react-animations-mini,2018-05-15T04:27:20+09,2018-05-15 05:15:05+09:00,1,13078,25,0,0,1,0,1526328905,0.24757642618932624,0.0,0.4910613685870953,0.23469387755102042,0.0,,0.058823529411764705,,
LoganMace/react-animations-mini,https://github.com/LoganMace/react-animations-mini,2018-05-28T20:56:01+09,2018-05-28 22:47:22+09:00,1,12991,13,0,0,1,0,1527515242,0.26432486559983626,0.0,0.48779388567565535,0.11224489795918367,0.0,,0.058823529411764705,,
megsdev/react-animations-mini,https://github.com/megsdev/react-animations-mini,2018-07-01T00:40:42+09,2018-07-04 04:03:53+09:00,1,13558,14,0,0,1,0,1530644633,0.30850490512932527,0.0,0.5090888605122812,0.12244897959183673,0.0,,0.058823529411764705,,
tjack94/react-animations-mini,https://github.com/tjack94/react-animations-mini,2018-07-01T02:39:42+09,2018-07-01 04:50:25+09:00,1,13579,16,0,0,1,0,1530388225,0.3048849945538563,0.0,0.5098775632840081,0.14285714285714285,0.0,,0.058823529411764705,,
Abhishekduggal/react-animations-mini,https://github.com/Abhishekduggal/react-animations-mini,2018-07-17T09:08:11+09,2018-07-21 12:28:38+09:00,2,13649,99,0,0,1,0,1532143718,0.3296686505858898,1.0,0.5125065725230977,0.9897959183673469,0.0,,0.058823529411764705,,
dkamauoha/react-animations-mini,https://github.com/dkamauoha/react-animations-mini,2018-07-22T22:36:55+09,2018-07-22 23:19:42+09:00,1,13552,14,0,0,1,0,1532269182,0.331439923168807,0.0,0.5088635168632164,0.12244897959183673,0.0,,0.058823529411764705,,
hokuzen/react-animations-mini,https://github.com/hokuzen/react-animations-mini,2018-07-23T00:26:29+09,2018-07-23 06:22:16+09:00,1,12774,82,0,0,1,0,1532294536,0.331797865248346,0.0,0.4796439570344776,0.8163265306122449,0.0,,0.058823529411764705,,
luckYbreaK/react-animations-mini,https://github.com/luckYbreaK/react-animations-mini,2018-07-23T06:30:30+09,2018-07-23 07:55:48+09:00,1,13564,27,0,0,1,0,1532300148,0.33187709420434397,0.0,0.5093142041613461,0.25510204081632654,0.0,,0.058823529411764705,,
aaharr78/react-animations-mini,https://github.com/aaharr78/react-animations-mini,2018-08-07T04:09:58+09,2018-08-07 05:14:47+09:00,1,13587,32,0,0,1,0,1533586487,0.35003733939848025,0.0,0.5101780214827613,0.30612244897959184,0.0,,0.058823529411764705,,
Rocky1911/react-animations-mini,https://github.com/Rocky1911/react-animations-mini,2018-09-03T21:07:33+09,2018-09-03 21:54:48+09:00,1,139,100,0,0,0,0,1535979288,0.3838183666866014,0.0,0.005107789378802674,1.0,0.0,,0.0,,
fireheadlazzo/react-animations-mini,https://github.com/fireheadlazzo/react-animations-mini,2018-09-04T03:18:47+09,2018-09-04 05:09:50+09:00,1,13765,88,0,0,1,0,1536005390,0.38418686886220005,0.0,0.5168632164050176,0.8775510204081632,0.0,,0.058823529411764705,,
rfilaxwy/react-animations-mini,https://github.com/rfilaxwy/react-animations-mini,2018-09-27T21:02:28+09,2018-09-29 07:06:49+09:00,1,13443,14,0,0,1,0,1538172409,0.41478035656672585,0.0,0.5047697739052054,0.12244897959183673,0.0,,0.058823529411764705,,
JerryChen559/react-animations-mini,https://github.com/JerryChen559/react-animations-mini,2018-10-21T21:13:13+09,2018-10-21 22:29:34+09:00,1,13466,98,0,0,1,0,1540128574,0.44239705484003294,0.0,0.5056335912266205,0.9795918367346939,0.0,,0.058823529411764705,,
evancald/react-animations-mini,https://github.com/evancald/react-animations-mini,2018-10-24T09:29:04+09,2018-10-24 10:31:52+09:00,1,13349,14,0,0,1,0,1540344712,0.4454484425968919,0.0,0.5012393900698565,0.12244897959183673,0.0,,0.058823529411764705,,
mjbeauchamp/react-animations-mini,https://github.com/mjbeauchamp/react-animations-mini,2018-11-05T02:59:35+09,2018-11-05 10:08:04+09:00,1,13347,15,0,0,1,0,1541380084,0.46006559203195013,0.0,0.5011642755201683,0.1326530612244898,0.0,,0.058823529411764705,,
kelleyco2/react-animations-mini,https://github.com/kelleyco2/react-animations-mini,2018-11-13T04:59:22+09,2018-11-13 05:39:54+09:00,1,13370,14,0,0,1,0,1542055194,0.4695966434367612,0.0,0.5020280928415835,0.12244897959183673,0.0,,0.058823529411764705,,
gprakarsh/react-animations-mini,https://github.com/gprakarsh/react-animations-mini,2019-02-05T05:35:34+09,2019-02-05 06:29:11+09:00,1,13455,29,0,0,1,0,1549315751,0.5720995570279706,0.0,0.5052204612033351,0.2755102040816326,0.0,,0.058823529411764705,,
Bperez4197/react-animations-mini,https://github.com/Bperez4197/react-animations-mini,2019-02-14T01:46:34+09,2019-02-14 02:48:18+09:00,1,13425,27,0,0,1,0,1550080098,0.5828904363633576,0.0,0.504093742958011,0.25510204081632654,0.0,,0.058823529411764705,,
mromero1591/react-animations-mini,https://github.com/mromero1591/react-animations-mini,2019-03-17T01:44:01+09,2019-03-17 02:41:03+09:00,1,13430,14,0,0,1,0,1552758063,0.6206973449786722,0.0,0.5042815293322317,0.12244897959183673,0.0,,0.058823529411764705,,
melodyvincent/react-animations-mini,https://github.com/melodyvincent/react-animations-mini,2019-05-28T02:33:06+09,2019-05-28 03:15:25+09:00,1,26629,2,68,0,17,0,1558980925,0.7085503135423815,0.0,1.0,0.0,1.0,,1.0,,
peterfchris/react-animations-mini,https://github.com/peterfchris/react-animations-mini,2019-05-28T02:39:44+09,2019-05-28 05:10:02+09:00,1,13393,13,0,0,1,0,1558987802,0.7086474014843627,0.0,0.5028919101629986,0.11224489795918367,0.0,,0.058823529411764705,,
ScaryPoppins/react-animations-mini,https://github.com/ScaryPoppins/react-animations-mini,2019-06-10T07:33:31+09,2019-06-10 09:11:54+09:00,1,13480,14,0,0,1,0,1560125514,0.724709364062121,0.0,0.5061593930744385,0.12244897959183673,0.0,,0.058823529411764705,,
JP-Muller/react-animations-mini,https://github.com/JP-Muller/react-animations-mini,2019-07-16T03:07:12+09,2019-07-16 05:49:51+09:00,1,13503,41,0,0,1,0,1563223791,0.7684501431253019,0.0,0.5070232103958536,0.3979591836734694,0.0,,0.058823529411764705,,
Jeordman/react-animations-mini,https://github.com/Jeordman/react-animations-mini,2019-07-16T03:12:53+09,2019-07-16 05:13:33+09:00,1,13496,33,0,0,1,0,1563221613,0.7684193946103048,0.0,0.5067603094719447,0.3163265306122449,0.0,,0.058823529411764705,,
Morgan-Mischo/react-animations-mini,https://github.com/Morgan-Mischo/react-animations-mini,2019-07-16T03:17:21+09,2019-07-16 05:22:47+09:00,1,13544,81,0,0,1,0,1563222167,0.7684272158579212,0.0,0.5085630586644633,0.8061224489795918,0.0,,0.058823529411764705,,
LucasSchaat/react-animations-mini,https://github.com/LucasSchaat/react-animations-mini,2019-07-16T03:19:14+09,2019-07-16 05:30:23+09:00,1,13883,17,0,0,1,0,1563222623,0.7684336535635404,0.0,0.5212949748366259,0.15306122448979592,0.0,,0.058823529411764705,,
colefin8/react-animations-mini,https://github.com/colefin8/react-animations-mini,2019-10-02T04:44:30+09,2019-10-02 05:20:35+09:00,1,13647,98,0,0,1,0,1569961235,0.8635678648314481,0.0,0.5124314579734095,0.9795918367346939,0.0,,0.058823529411764705,,
sarmadkhan1991/react-animations-mini,https://github.com/sarmadkhan1991/react-animations-mini,2019-12-17T05:13:18+09,2019-12-17 05:56:10+09:00,1,13611,15,0,0,1,0,1576529770,0.9563009671989158,0.0,0.5110793960790205,0.1326530612244898,0.0,,0.058823529411764705,,
Bat-Cave/react-animations-mini,https://github.com/Bat-Cave/react-animations-mini,2020-01-16T03:40:31+09,2020-01-16 04:16:34+09:00,1,13613,14,0,0,1,0,1579115794,0.9928098734187545,0.0,0.5111545106287088,0.12244897959183673,0.0,,0.058823529411764705,,
korigandolph/react-animations-mini,https://github.com/korigandolph/react-animations-mini,2020-01-16T03:41:38+09,2020-01-22 01:44:50+09:00,1,13565,2,0,0,1,0,1579625090,1.0,0.0,0.5093517614361902,0.0,0.0,,0.058823529411764705,,
BenDehlin/react-animations-mini,https://github.com/BenDehlin/react-animations-mini,2020-01-16T03:43:21+09,2020-01-16 05:28:32+09:00,1,13615,14,0,0,1,0,1579120112,0.9928708339732804,0.0,0.5112296251783971,0.12244897959183673,0.0,,0.058823529411764705,,
